,placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type
264,224-222@5r5-wqd-3qz,,At Your Fingertips,,,Personal Care Services,Nail Salons,812113.0,39.008995,-95.685421,320 SW 32nd Ter Ste 100,Topeka,KS,66611,US,17852679444.0,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [[""8:30"", ""18:00""]], ""Thu"": [[""8:30"", ""18:00""]], ""Fri"": [[""8:30"", ""18:00""]], ""Sat"": [[""10:00"", ""15:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
265,222-222@5s8-cwj-2tv,,Pawn America,,,Nondepository Credit Intermediation,All Other Nondepository Credit Intermediation,522298.0,45.207756,-93.404113,701 W Main St,Anoka,MN,55303,US,17633230004.0,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",,,,2019-07,POLYGON
266,22m-222@5qw-jkw-qcq,222-224@5qw-jkw-qcq,Fossil Creek Liquor,,,"Beer, Wine, and Liquor Stores","Beer, Wine, and Liquor Stores",445310.0,32.880023,-97.382616,1205 N Saginaw Blvd Ste F,Saginaw,TX,76179,US,18173068319.0,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
267,zzw-229@5yv-j9p-7h5,zzw-222@5yv-j9p-5zz,Barbers At College Park,,,,,,36.194887,-115.118427,2111 E Lake Mead Blvd,North Las Vegas,NV,89030,US,17026492212.0,,,,,2019-07,POLYGON
268,zzw-222@5qd-wns-jy9,,Mane Avenue Salon,,,Personal Care Services,Beauty Salons,812112.0,37.268789,-107.003397,103 N Pagosa Blvd,Pagosa Springs,CO,81147,US,19702644006.0,"{ ""Mon"": [[""10:00"", ""18:00""]], ""Tue"": [[""10:00"", ""18:00""]], ""Wed"": [[""10:00"", ""18:00""]], ""Thu"": [[""10:00"", ""18:00""]], ""Fri"": [[""10:00"", ""18:00""]], ""Sat"": [[""10:00"", ""14:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
269,223-222@63j-f73-6p9,,Rapid Mortgage Company Miamisburg,,,Activities Related to Credit Intermediation,Mortgage and Nonmortgage Loan Brokers,522310.0,39.629939,-84.234854,8214 Byers Rd,Miamisburg,OH,45342,US,15132857328.0,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
270,224-222@5z4-r3z-j5f,,Val's Painting,,,Automotive Repair and Maintenance,"Automotive Body, Paint, and Interior Repair and Maintenance",811121.0,33.533454,-117.184866,41795 Elm St,Murrieta,CA,92562,US,19516778494.0,,,,,2019-07,POLYGON
271,zzw-226@62k-jgh-jjv,,Lindy's ice cream shoppe,,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515.0,41.749717,-71.423279,2121 Elmwood Ave,Warwick,RI,2888,US,,"{ ""Mon"": [[""15:00"", ""20:00""]], ""Tue"": [[""15:00"", ""20:00""]], ""Wed"": [[""15:00"", ""20:00""]], ""Thu"": [[""15:00"", ""20:00""]], ""Fri"": [[""13:30"", ""20:00""]], ""Sat"": [[""14:00"", ""20:00""]], ""Sun"": [[""14:00"", ""20:00""]] }",Ice Cream Shop,,,2019-07,POLYGON
272,224-222@5r8-2cm-v9f,,Madison Animal Clinic,,,"Other Professional, Scientific, and Technical Services",Veterinary Services,541940.0,37.127984,-94.474828,1631 S Madison St,Webb City,MO,64870,US,14176732455.0,"{ ""Mon"": [[""8:00"", ""17:30""]], ""Tue"": [[""8:00"", ""17:30""]], ""Wed"": [[""8:00"", ""17:30""]], ""Thu"": [[""8:00"", ""17:30""]], ""Fri"": [[""8:00"", ""17:30""]], ""Sat"": [[""8:00"", ""12:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
273,22b-222@8fw-5s4-n5z,zzw-227@8fw-5s4-n3q,Paris 5 Beauty Atelier,,,Personal Care Services,Beauty Salons,812112.0,25.706132,-80.286439,5701 Sunset Dr Ste 234,South Miami,FL,33143,US,13059891193.0,"{ ""Mon"": [], ""Tue"": [[""11:00"", ""20:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""20:00""]], ""Fri"": [[""11:00"", ""20:00""]], ""Sat"": [[""11:00"", ""20:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
274,225-222@64h-tz3-wrk,zzw-225@64h-tz3-wx5,T mania,,,Apparel Accessories and Other Apparel Manufacturing,Apparel Accessories and Other Apparel Manufacturing,315990.0,37.044285,-76.391811,2307 McMenamin St Ste H117,Hampton,VA,23666,US,17572516572.0,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""12:00"", ""18:00""]] }",,,,2019-07,POLYGON
275,225-222@63s-8ym-fcq,,Allstate Insurance,SG_BRAND_5a9e6695c8055aeb6c210e6bfb45d6b5,Allstate Insurance,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,39.665292,-75.660282,1 S Old Baltimore Pike Ste 228,Newark,DE,19702,US,13022662195.0,,,,,2021-03,POLYGON
276,zzw-222@8gj-rzs-66k,,Best Western Apalach Inn,SG_BRAND_afc74daf1bb2ac39,Best Western,Traveler Accommodation,Hotels (except Casino Hotels) and Motels,721110.0,29.715794,-84.998351,249 US Highway 98,Apalachicola,FL,32320,US,18506539131.0,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }",,,,2019-07,POLYGON
277,zzy-222@39x-sqh-rff,,Church Of God,,,Religious Organizations,Religious Organizations,813110.0,60.80626,-161.787153,9114 Ptarmigan St,Bethel,AK,99559,US,,,,,,2019-07,POLYGON
278,zzw-222@8g7-njq-td9,,Athens Pharmacy,,,Health and Personal Care Stores,Pharmacies and Drug Stores,446110.0,33.946783,-83.401189,1086 Baxter St,Athens,GA,30606,US,17068505553.0,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""10:00"", ""15:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
279,222-224@8fb-6xw-hwk,,Brookshire Brothers,SG_BRAND_e86eb170cf4cae70700c081a5cf3efbe,Brookshire Brothers,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,30.769327,-94.416223,520 S Magnolia St,Woodville,TX,75979,US,14092833333.0,"{ ""Mon"": [[""7:00"", ""21:00""]], ""Tue"": [[""7:00"", ""21:00""]], ""Wed"": [[""7:00"", ""21:00""]], ""Thu"": [[""7:00"", ""21:00""]], ""Fri"": [[""7:00"", ""21:00""]], ""Sat"": [[""7:00"", ""21:00""]], ""Sun"": [[""7:00"", ""21:00""]] }",,,,2019-07,POLYGON
280,222-223@63g-gj7-bkz,,Skyline Auto Restoration & Repair,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,38.359631,-78.273013,1723 S Seminole Trl,Madison,VA,22727,US,15409485511.0,,,,,2019-07,POLYGON
281,zzw-222@627-rz3-bp9,,Lake Success Shopping Center,,,Lessors of Real Estate,Malls,531120.0,40.753239,-73.693586,1526 Union Tpke,North New Hyde Park,NY,11040,US,,,,,,2019-07,POLYGON
282,222-222@8dj-k53-cbk,,St Bartholomews Episcopal Church,,,Religious Organizations,Religious Organizations,813110.0,27.734116,-82.680362,3747 34th St S,St Petersburg,FL,33711,US,17278677015.0,"{ ""Mon"": [[""10:00"", ""14:00""]], ""Tue"": [[""10:00"", ""14:00""]], ""Wed"": [[""10:00"", ""14:00""]], ""Thu"": [[""10:00"", ""14:00""]], ""Fri"": [[""10:00"", ""17:00""]], ""Sat"": [[""10:00"", ""14:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
283,zzw-222@5s9-yrw-fvf,,Stoughton High,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,42.923362,-89.235677,600 Lincoln Ave,Stoughton,WI,53589,US,16088775601.0,,,,,2019-07,POLYGON
284,227-222@5qc-xty-zpv,,State Farm,SG_BRAND_1eeccf353a7dd8a1ad3b37c746fc6d82,State Farm,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,40.522798,-111.942135,1884 W 12600 S,Riverton,UT,84065,US,18014179880.0,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,,POLYGON
285,222-222@8fb-b7z-2x5,222-223@8fb-b7z-2x5,Western Union,SG_BRAND_9ee39f394d21a7f4848ab78a78da00c3,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390.0,30.932241,-95.374864,738 S Robb St,Trinity,TX,75862,US,,,,,,2021-02,POLYGON
286,zzw-222@5qv-x7t-87q,zzw-224@5qv-x7t-9vf,Solomon Martin D PA,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,32.935156,-97.092994,1600 W College St Ste 470,Grapevine,TX,76051,US,,,,,,2019-07,POLYGON
287,229-222@5wg-9dz-7t9,,Big Sky Sports and Service,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,44.633955,-112.591951,27 S Harrison St,Lima,MT,59739,US,14062763637.0,"{ ""Mon"": [[""7:00"", ""17:00""]], ""Tue"": [[""7:00"", ""17:00""]], ""Wed"": [[""7:00"", ""17:00""]], ""Thu"": [[""7:00"", ""17:00""]], ""Fri"": [[""7:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
288,224-222@5s5-w6w-575,,Sacred Heart Of Jesus Chapel,,,Religious Organizations,Religious Organizations,813110.0,42.250739,-84.385832,1501 E Michigan Ave,Jackson,MI,49202,US,,,,,,2019-07,POLYGON
289,22f-222@8fw-5s8-yjv,,Savvy Girl Boutique,,,,,,25.734452,-80.288726,5783 Bird Rd,Miami,FL,33155,US,13056659833.0,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""19:00""]], ""Sat"": [[""11:00"", ""19:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
290,zzw-222@8g9-n7p-wx5,,Hide Away Campground,,,RV (Recreational Vehicle) Parks and Recreational Camps,RV (Recreational Vehicle) Parks and Campgrounds,721211.0,35.453458,-83.399122,525 Shuler Rd,Bryson City,NC,28713,US,18284882083.0,,,,,2019-07,POLYGON
291,zzw-224@647-3qf-bx5,,H&R Block,SG_BRAND_c19468cebc69ba51b37529f1fdd814f7,H&R Block,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Tax Preparation Services,541213.0,35.790351,-78.678328,3116 Hillsborough St Ste 101,Raleigh,NC,27607,US,19198340792.0,,,,,,POLYGON
292,zzy-222@8gg-p88-qpv,,Farm Bureau Insurance,,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,33.651274,-81.360605,124 Earle St,Wagener,SC,29164,US,18035646890.0,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""12:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
293,22b-222@5qv-x46-5xq,zzy-222@5qv-x46-5vf,Artex Interiors and Upholstery,,,Automotive Repair and Maintenance,"Automotive Body, Paint, and Interior Repair and Maintenance",811121.0,32.951155,-96.8007,14902 Preston Rd Ste 704,Dallas,TX,75254,US,19728633531.0,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
294,zzw-222@63q-9zd-whq,,Quaker Oats Company,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,41.128758,-75.886791,750 Oak Hill Rd,Mountain Top,PA,18707,US,15704743800.0,,,,,2019-07,POLYGON
295,222-222@63r-8f9-p5f,,All Aglow,,,Personal Care Services,Beauty Salons,812112.0,39.240865,-76.445551,7200 N Point Rd,Edgemere,MD,21219,US,14438000143.0,"{ ""Mon"": [], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""9:00"", ""16:00""]], ""Sun"": [] }",,,2020-01,2019-07,POLYGON
296,22d-222@5vg-7fm-92k,,Cafe Eritrea D'Afrique,,,Grocery Stores,Supermarkets and Other Grocery (except Convenience) Stores,445110.0,37.829768,-122.264584,4069 Telegraph Ave,Oakland,CA,94609,US,15105474520.0,"{ ""Mon"": [[""10:00"", ""23:00""]], ""Tue"": [], ""Wed"": [[""10:00"", ""23:00""]], ""Thu"": [[""10:00"", ""23:00""]], ""Fri"": [[""10:00"", ""23:00""]], ""Sat"": [[""10:00"", ""23:00""]], ""Sun"": [[""10:00"", ""23:00""]] }",,,2020-08,2019-07,POLYGON
297,222-222@8gj-g67-dqf,,Cummins Sales and Service,,,Building Equipment Contractors,"Plumbing, Heating, and Air-Conditioning Contractors",238220.0,31.549723,-84.216268,1915 W Oakridge Dr,Albany,GA,31707,US,12298886210.0,"{ ""Mon"": [[""7:30"", ""17:00""]], ""Tue"": [[""7:30"", ""17:00""]], ""Wed"": [[""7:30"", ""17:00""]], ""Thu"": [[""7:30"", ""17:00""]], ""Fri"": [[""7:30"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
298,223-222@5pp-mb7-r8v,,Raging Bull Steakhouse,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,38.773605,-93.731351,433 E Russell Ave,Warrensburg,MO,64093,US,,,Steak House,,,2019-07,POLYGON
299,22j-222@5s7-cgj-4y9,,Clossons Jewelry,,,"Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,448310.0,43.955916,-86.447318,109 E Ludington Ave,Ludington,MI,49431,US,12318450101.0,,,,2020-01,2019-07,POLYGON
300,222-225@5x4-87s-q75,222-222@5x4-87s-q75,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,Subway,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,47.245329,-122.384454,1501 33rd Ave E,Fife,WA,98424,US,,,"Counter Service,Sandwich Shop,Lunch,Breakfast,Dinner",,,2019-07,POLYGON
301,223-237@8fy-8jz-4sq,223-22f@8fy-8jz-4sq,Mel's Drive In,,,Amusement Parks and Arcades,Amusement and Theme Parks,713110.0,28.477214,-81.473528,1000 Universal Studios Plz,Orlando,FL,32819,US,,,,,,2019-07,POLYGON
302,zzw-222@5x3-3ng-y9z,,Sunnydell Shooting Grounds,,,Other Amusement and Recreation Industries,All Other Amusement and Recreation Industries,713990.0,48.092552,-123.219056,292 Dryke Rd,Sequim,WA,98382,US,13606835631.0,,,,,2019-07,POLYGON
303,225-25z@8fw-5tk-g8v,,Hanio Zuniga,,,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210.0,25.748709,-80.262511,2423 S Le Jeune Rd,Coral Gables,FL,33134,US,17862646424.0,,,,,2019-07,POLYGON
304,zzw-222@5qs-zq4-st9,,First Baptist Church of Moore,,,Religious Organizations,Religious Organizations,813110.0,35.364321,-97.490004,301 NE 27th St,Moore,OK,73105,US,14057932600.0,,,,,2019-07,POLYGON
305,zzw-222@5sz-gjr-vxq,,Century 21 Real Estate,SG_BRAND_7a4fda2c61e310a6f246892a610ce350,Century 21 Real Estate,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210.0,45.786784,-108.616781,1605 Shiloh Rd,Billings,MT,59106,US,,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [[""8:00"", ""18:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
306,223-222@5xq-5q9-3nq,23s-222@5xq-5q9-6ff,24 Hour Fitness,SG_BRAND_1dff6738894adf75487b2c1ba5f54873,24 Hour Fitness,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940.0,34.272036,-119.249776,3350 Telegraph Rd,Ventura,CA,93003,US,18052566071.0,,,,,2019-07,POLYGON
307,22j-223@627-xkq-t35,,Elements Therapeutic Massage,SG_BRAND_ab243d7172e838bce42fae1e4990d8e1,Elements Therapeutic Massage,Personal Care Services,Other Personal Care Services,812199.0,41.290779,-73.494193,86 Danbury Rd,Ridgefield,CT,6877,US,,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""9:00"", ""21:00""]] }",,,,2019-07,POLYGON
308,222-222@5vh-7fw-qcq,,Lotus Healing Hands,,,Other Personal Services,All Other Personal Services,812990.0,37.09375,-122.008075,312 Hawks Hill Rd,Scotts Valley,CA,95066,US,14083359512.0,"{ ""Mon"": [], ""Tue"": [[""9:00"", ""14:00""]], ""Wed"": [[""9:00"", ""14:00""]], ""Thu"": [[""9:00"", ""14:00""]], ""Fri"": [[""18:00"", ""23:00""]], ""Sat"": [[""9:00"", ""23:00""]], ""Sun"": [[""9:00"", ""23:00""]] }",,,,2019-07,POLYGON
309,zzw-222@8gg-792-rtv,,Blue Ridge Christian School,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,36.4726,-81.052223,122 Glade Valley Church Rd,Glade Valley,NC,28627,US,,,,,,2019-07,POLYGON
310,zzw-224@63f-wrm-nqz,,First Wesleyan Church,,,Religious Organizations,Religious Organizations,813110.0,37.324865,-79.994405,3706 Peters Creek Rd,Roanoke,VA,24019,US,15405634481.0,,,,,2019-07,POLYGON
311,225-222@5xc-tyk-cwk,,Columbia Bank,SG_BRAND_e58f282768e86c3b0b9d301c98687525,Columbia Bank,Depository Credit Intermediation,Commercial Banking,522110.0,45.992077,-123.926748,301 Avenue A,Seaside,OR,97138,US,15037388445.0,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
312,zzw-222@5pq-95w-pgk,,Sport Clips,SG_BRAND_66b7bca1fd5b3082752c2508bc56009d,Sport Clips,Personal Care Services,Barber Shops,812111.0,37.0707,-93.221878,1507 W State Highway J,Ozark,MO,65721,US,14174853662.0,,,,,2019-07,POLYGON
313,222-222@5z7-57y-c3q,zzw-222@5z7-57n-5zz,Quality Towing,,,Support Activities for Road Transportation,Motor Vehicle Towing,488410.0,36.882337,-121.398718,1773 San Felipe Rd,Hollister,CA,95023,US,,,,,,2019-07,POLYGON
314,zzw-222@627-yjq-4d9,,Cafe Timboo,,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,40.848521,-73.241774,905 W Jericho Tpke,Smithtown,NY,11787,US,16316003202.0,"{ ""Mon"": [[""9:00"", ""22:00""]], ""Tue"": [[""9:00"", ""22:00""]], ""Wed"": [[""9:00"", ""23:30""]], ""Thu"": [[""9:00"", ""22:00""]], ""Fri"": [[""9:00"", ""22:00""]], ""Sat"": [[""9:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""9:00"", ""22:00""]] }","Burgers,Sandwich Shop,Brunch",,,2019-07,POLYGON
315,225-222@628-hzk-mzf,,Isshinryu Karate of Madison & Bernardsville,,,Other Schools and Instruction,Sports and Recreation Instruction,611620.0,40.754638,-74.413136,71 Kings Rd,Madison,NJ,7940,US,19732369100.0,,,,,2019-07,POLYGON
316,22d-222@5vg-966-7nq,,Biophilia Botanicals,,,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores",446120.0,37.974959,-122.525694,914 Mission Ave,San Rafael,CA,94901,US,15106916162.0,"{ ""Mon"": [[""10:00"", ""17:00""]], ""Tue"": [[""10:00"", ""17:00""]], ""Wed"": [[""10:00"", ""17:00""]], ""Thu"": [[""10:00"", ""17:00""]], ""Fri"": [[""10:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
317,zzw-223@5pv-yd6-zcq,,Luxury Nail & Spa,,,Personal Care Services,Nail Salons,812113.0,41.491558,-87.503235,1064 Joliet St,Dyer,IN,46311,US,12198659992.0,,,,,2019-07,POLYGON
318,zzy-223@8fc-j8b-x5z,,Western Union,SG_BRAND_9ee39f394d21a7f4848ab78a78da00c3,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390.0,30.485663,-95.991753,122 Hill St,Anderson,TX,77830,US,,,,,,2021-02,POLYGON
319,zzw-22d@8t2-fjf-4y9,zzw-22b@8t2-fjf-575,Studio Shelby,,,Personal Care Services,Other Personal Care Services,812199.0,30.335542,-97.804341,3801 N Capital of Texas Hwy Ste D200,Austin,TX,78746,US,17374007253.0,,,,,2019-07,POLYGON
320,zzw-222@5z8-f97-mzf,,Pismo Beach Optix,,,Health and Personal Care Stores,Optical Goods Stores,446130.0,35.143089,-120.641181,900 Price St,Pismo Beach,CA,93449,US,18057732324.0,"{ ""Mon"": [], ""Tue"": [[""10:00"", ""16:00""]], ""Wed"": [[""10:00"", ""16:00""]], ""Thu"": [[""10:00"", ""16:00""]], ""Fri"": [[""10:00"", ""16:00""]], ""Sat"": [[""10:00"", ""15:00""]], ""Sun"": [] }",,,,2019-07,POLYGON
321,222-222@8g7-4zf-dvz,,Papa John's,SG_BRAND_2bc3b742e1d5eb8993fb301179f1700b,Papa John's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,33.295434,-83.966669,4 2nd St,Jackson,GA,30233,US,14702513099.0,,"Counter Service,Late Night,Pizza,Lunch,Take Out and Delivery Only,Dinner",2020-01,,2019-07,POLYGON
322,223-223@8fw-24y-59f,,La Traila BBQ,,,Special Food Services,Caterers,722320.0,25.834973,-80.259688,1395 E 11th Ave,Hialeah,FL,33010,US,,,Catering,,2021-05,2019-07,POLYGON
323,zzw-222@5qk-jcx-kzz,,Edward Jones,SG_BRAND_ce49fd2da39027552888496287fa81a5,Edward Jones,Other Financial Investment Activities,Miscellaneous Financial Investment Activities,523999.0,40.16769,-105.103099,600 5th Ave Ste A,Longmont,CO,80501,US,13037768447.0,,,2020-12,,2020-03,POLYGON
324,222-222@8gh-5n2-cwk,,Damascus Progressive Church,,,Religious Organizations,Religious Organizations,813110.0,33.949064,-80.951623,1516 Blaine St,Columbia,SC,29209,US,18037765556.0,,,,,2019-07,POLYGON
325,zzy-222@5pw-kw6-kmk,,Spring Valley Boat Club,,,Other Motor Vehicle Dealers,Boat Dealers,441222.0,41.309965,-89.199085,13862 Il Hwy 89,Spring Valley,IL,61362,US,18156642609.0,,,,,2019-07,POLYGON
326,22g-222@5x4-4xk-q4v,,Seaview United Methodist Church,,,Religious Organizations,Religious Organizations,813110.0,47.546958,-122.392244,4620 SW Graham St,Seattle,WA,98136,US,12069327609.0,,,,,2019-07,POLYGON
327,223-222@8sz-b2x-52k,,Brazos Braces,,,Offices of Dentists,Offices of Dentists,621210.0,31.501676,-97.211908,8304 Old McGregor Rd Ste A,Woodway,TX,76712,US,,"{ ""Mon"": [[""8:30"", ""17:00""]], ""Tue"": [[""8:30"", ""17:00""]], ""Wed"": [[""8:30"", ""17:00""]], ""Thu"": [[""8:30"", ""17:00""]], ""Fri"": [[""8:30"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,2019-07,POLYGON
328,zzw-22b@5yv-htd-4d9,,Jaime Villa Vegas Homes Realty,,,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210.0,36.237168,-115.23172,4285 N Rancho Dr Ste 110,Las Vegas,NV,89130,US,17022870725.0,,,,,2019-07,POLYGON
329,zzw-222@646-cy5-yn5,,Planet Fitness,SG_BRAND_c31fc3155fb9ca076972bb72985724fb,Planet Fitness,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940.0,35.56063,-77.408653,801 Thomas Langston Rd,Greenville,NC,28590,US,,,,,,2019-07,POLYGON
330,22x-222@5x4-4b5-g6k,,Newmark Realty Capital,,,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210.0,47.610596,-122.336587,1500 4th Ave Ste 601,Seattle,WA,98101,US,12068166800.0,,,,,2019-07,POLYGON
331,228-222@8fv-zj4-wff,,IL Torre Pizza Mia,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,25.943264,-80.122003,18090 Collins Ave Ste 8,Sunny Isles Beach,FL,33160,US,13059327676.0,,"Sandwich Shop,Pizza,Chicken Wings",,2020-01,2019-07,POLYGON
